,SNP,CHR_igv,BP,EFFECTSIZE,SE,P,snps_class_up,snps_class_down,locus_id,GENE,sgd_id
7573,7574,XII,150352,0.0764442613290899,0.164242621870088,0.641906999592612,Close to 3'-UTR,Close to 3'-UTR,YLL001W,DNM1,SGDID:S000003924
7574,7575,XII,150435,0.0275248520213056,0.161113442454302,0.864446326812273,Close to 3'-UTR,Close to 3'-UTR,YLL001W,DNM1,SGDID:S000003924
7575,7576,XII,150544,0.0248343488603084,0.16314485897552,0.879098265613706,Close to 3'-UTR,Close to 3'-UTR,YLL001W,DNM1,SGDID:S000003924
7576,7577,XII,150878,0.408377906717514,0.606578083511448,0.501229610584812,Other features,Centromere,CEN12,CEN12,SGDID:S000006473
7577,7578,XII,152081,0.104183197451412,0.162720004201524,0.52241859211035,Unstable transcript,SUT,SUT246,,
7578,7579,XII,152571,0.0599656543597686,0.162166361257202,0.711769181022962,Unstable transcript,SUT,SUT246,,
7579,7580,XII,152803,0.0821142875757968,0.161631702719404,0.611747292344801,Unstable transcript,SUT,SUT246,,
7580,7581,XII,153157,0.0279586729221628,0.164753581044014,0.865343329717111,Unstable transcript,SUT,SUT246,,
7581,7582,XII,153748,0.054599874462093,0.162079328995542,0.736414110059139,ORF,Uncharacterized ORF,YLR001C,YLR001C,SGDID:S000003991
7582,7583,XII,158615,0.0712132597197046,0.159679874240871,0.655888595854255,ORF,Verified ORF,YLR004C,THI73,SGDID:S000003994
7583,7584,XII,163451,0.0352210183631083,0.156780315372668,0.822379954925391,ORF,Verified ORF,YLR006C,SSK1,SGDID:S000003996
7584,7585,XII,165469,0.0505014004303228,0.155290378485622,0.745217644822232,Close to 3'-UTR,Close to 3'-UTR,YLR007W,NSE1,SGDID:S000003997
7585,7586,XII,168043,0.0656870922725039,0.155476981283736,0.67292639273199,Other features,LTR,YLRCsigma1,YLRCsigma1,SGDID:S000007079
7586,7587,XII,168087,-0.0008799314892891,0.154505290340271,0.995459165862832,Other features,LTR,YLRCsigma1,YLRCsigma1,SGDID:S000007079
7587,7588,XII,170546,0.0323194214624096,0.155949079864769,0.835939253932034,Promoter,Promoter,YLR012C_NFR/NDR,,
7588,7589,XII,173892,-0.0301500126228111,0.154564315605374,0.845454667821527,ORF,Verified ORF,YLR014C,PPR1,SGDID:S000004004
7589,7590,XII,179752,-0.0913838594811125,0.305365119439861,0.764917051721284,Promoter,Promoter,YLR019W_NFR/NDR,,
7590,7591,XII,180329,0.0342466713512017,0.148875222996429,0.818196983613021,ORF,Verified ORF,YLR019W,PSR2,SGDID:S000004009
7591,7592,XII,180414,-0.0180530187934367,0.147682154277024,0.902776620958068,ORF,Verified ORF,YLR019W,PSR2,SGDID:S000004009
7592,7593,XII,182813,0.072618913381356,0.148775994374068,0.625775626201183,ORF,Verified ORF,YLR020C,YEH2,SGDID:S000004010
7593,7594,XII,184955,-0.151690934781178,0.157589379158134,0.336421858897005,Promoter,Promoter,YLR022C_NFR/NDR,,
7594,7595,XII,185198,-0.0241583769058238,0.162100279847036,0.881612279382631,Unstable transcript,CUT,CUT249,,
7595,7596,XII,186678,0.0050634724555171,0.148314794529791,0.97278477881917,ORF,Verified ORF,YLR023C,IZH3,SGDID:S000004013
7596,7597,XII,186857,0.0050649404551526,0.148294953542724,0.972773250798805,ORF,Verified ORF,YLR023C,IZH3,SGDID:S000004013
7597,7598,XII,186931,0.0101748609566781,0.14758519634929,0.945074594284207,ORF,Verified ORF,YLR023C,IZH3,SGDID:S000004013
7598,7599,XII,187474,0.0061113355428643,0.148776987582203,0.967257608949905,Promoter,Promoter,YLR023C_NFR/NDR,,
7599,7600,XII,188708,-0.0079191633041726,0.148695436757935,0.957556782386923,ORF,Verified ORF,YLR024C,UBR2,SGDID:S000004014
7600,7601,XII,189520,-0.0144373505385946,0.148356478906519,0.922531260370979,ORF,Verified ORF,YLR024C,UBR2,SGDID:S000004014
7601,7602,XII,190554,-0.0028607493521162,0.148032978959712,0.984592693944543,ORF,Verified ORF,YLR024C,UBR2,SGDID:S000004014
7602,7603,XII,191192,0.0243231501213246,0.148027396378805,0.869577066858425,ORF,Verified ORF,YLR024C,UBR2,SGDID:S000004014
7603,7604,XII,193360,-0.0907978593558222,0.160679806795703,0.572374426616039,Promoter,Promoter,XUT_12F-70_NFR/NDR,,
7604,7605,XII,193660,0.0624135061131883,0.14655411771484,0.670459612561224,Unstable transcript,XUT,XUT_12F-70,,
7605,7606,XII,194466,0.0879472101144834,0.147044641509218,0.550157603602945,ORF,Verified ORF,YLR025W,SNF7,SGDID:S000004015
7606,7607,XII,196147,0.13260018475787,0.149904949798043,0.376995136255279,ORF,Verified ORF,YLR026C,SED5,SGDID:S000004016
7607,7608,XII,196515,0.181670281659314,0.148328736120262,0.221474256480312,Close to 3'-UTR,Close to 3'-UTR,YLR026C,SED5,SGDID:S000004016
7608,7609,XII,196591,0.214908268412713,0.176790708571788,0.224946477325377,Promoter,Promoter,YLR026C_NFR/NDR,,
7609,7610,XII,196695,0.109835802459048,0.152088535906969,0.470659913190699,Promoter,Promoter,YLR026C_NFR/NDR,,
7610,7611,XII,196779,-0.111948785964559,0.296634758614629,0.706106095960603,Promoter,Promoter,YLR026C_NFR/NDR,,
7611,7612,XII,196991,0.0832849302098653,0.147618739167657,0.572983512118605,Unstable transcript,CUT,CUT252,,
7612,7613,XII,198501,0.0885868063696906,0.15062949707906,0.556834106240395,Close to 3'-UTR,Close to 3'-UTR,YLR027C,AAT2,SGDID:S000004017
7613,7614,XII,203413,0.158636784348464,0.147150219401165,0.281743052626997,ORF,Uncharacterized ORF,YLR030W,YLR030W,SGDID:S000004020
7614,7615,XII,203926,0.192605372399471,0.146587100982461,0.189722565422195,ORF,Uncharacterized ORF,YLR030W,YLR030W,SGDID:S000004020
7615,7616,XII,205111,0.145068257513047,0.146594980316306,0.323054608205253,ORF,Verified ORF,YLR032W,RAD5,SGDID:S000004022
7616,7617,XII,206648,0.1729639586553,0.146248443054529,0.237735069328718,ORF,Verified ORF,YLR032W,RAD5,SGDID:S000004022
7617,7618,XII,207339,0.20215412049258,0.147418212789928,0.171153534471399,ORF,Verified ORF,YLR032W,RAD5,SGDID:S000004022
7618,7619,XII,207362,0.199795492908368,0.146844873010247,0.174511760303231,ORF,Verified ORF,YLR032W,RAD5,SGDID:S000004022
7619,7620,XII,209969,0.218995311784244,0.145948949174039,0.134380726920729,ORF,Verified ORF,YLR033W,RSC58,SGDID:S000004023
7620,7621,XII,210162,0.268545105844517,0.145594564954366,0.0659520570553274,ORF,Verified ORF,YLR033W,RSC58,SGDID:S000004023
7621,7622,XII,210685,0.233705025360579,0.145700233547767,0.109605544967862,ORF,Verified ORF,YLR034C,SMF3,SGDID:S000004024
7622,7623,XII,211932,0.23265182301143,0.161578170898116,0.150789957511923,ORF,Verified ORF,YLR034C,SMF3,SGDID:S000004024
7623,7624,XII,211932,0.463722127485905,0.339153166129889,0.172403116432584,ORF,Verified ORF,YLR034C,SMF3,SGDID:S000004024
7624,7625,XII,212271,0.221489738038933,0.145066231991464,0.12770174624573,Promoter,Promoter,YLR034C_NFR/NDR,,
7625,7626,XII,212855,0.287841717831633,0.146722563823322,0.0505701295887756,ORF,Verified ORF,YLR035C,MLH2,SGDID:S000004025
7626,7627,XII,213290,0.28604269065577,0.145467825723187,0.0500397572741738,ORF,Verified ORF,YLR035C,MLH2,SGDID:S000004025
7627,7628,XII,221481,0.268481204191904,0.146614819774881,0.0679132412588863,Close to 3'-UTR,Close to 3'-UTR,YLR036C,YLR036C,SGDID:S000004026
7628,7629,XII,222714,0.260221262871004,0.14427665541993,0.0721422737633557,ORF,Verified ORF,YLR037C,PAU23,SGDID:S000004027
7629,7630,XII,222718,0.267985819021223,0.145006645244304,0.0654251176025275,ORF,Verified ORF,YLR037C,PAU23,SGDID:S000004027
7630,7631,XII,222736,0.255328612237597,0.146242733614971,0.0816942187939853,ORF,Verified ORF,YLR037C,PAU23,SGDID:S000004027
7631,7632,XII,222754,0.243866325396982,0.147745992940421,0.099714105656241,ORF,Verified ORF,YLR037C,PAU23,SGDID:S000004027
7632,7633,XII,222808,0.506355239276902,0.288380471324624,0.0799798506239643,ORF,Verified ORF,YLR037C,PAU23,SGDID:S000004027
7633,7634,XII,224908,0.270136250828993,0.15078236600139,0.0740593008758367,Close to 3'-UTR,Close to 3'-UTR,YLR038C,COX12,SGDID:S000004028
7634,7635,XII,226560,0.244428736779052,0.14827535772118,0.100144196784871,ORF,Verified ORF,YLR039C,RIC1,SGDID:S000004029
7635,7636,XII,228284,0.277578207591797,0.144548212842769,0.0556234823288917,ORF,Verified ORF,YLR039C,RIC1,SGDID:S000004029
7636,7637,XII,228374,0.263064021021393,0.144894137046717,0.0702862152031096,ORF,Verified ORF,YLR039C,RIC1,SGDID:S000004029
7637,7638,XII,229358,0.268166474032014,0.144483826020962,0.0642822837347319,ORF,Verified ORF,YLR040C,AFB1,SGDID:S000004030
7638,7639,XII,230601,0.170920114038031,0.148980409762443,0.252048799456683,Promoter,Promoter,YLR042C_NFR/NDR,,
7639,7640,XII,230908,0.169910571417728,0.145212744505031,0.242758021312287,Unstable transcript,SUT,SUT251,,
7640,7641,XII,231625,0.172397294948391,0.156493449837072,0.271374742466924,Close to 3'-UTR,Close to 3'-UTR,YLR043C,TRX1,SGDID:S000004033
7641,7642,XII,234472,0.128927719265599,0.153779180046627,0.402376148012841,Close to 3'-UTR,Close to 3'-UTR,YLR044C,PDC1,SGDID:S000004034
7642,7643,XII,234505,0.0871213420445606,0.148373001787597,0.55745962065846,Close to 3'-UTR,Close to 3'-UTR,YLR044C,PDC1,SGDID:S000004034
7643,7644,XII,234548,0.108869084994936,0.146819964070933,0.4588747664029,Close to 3'-UTR,Close to 3'-UTR,YLR044C,PDC1,SGDID:S000004034
7644,7645,XII,234822,0.0892284467289532,0.14401712888691,0.535941732462579,Close to 3'-UTR,Close to 3'-UTR,YLR044C,PDC1,SGDID:S000004034
7645,7646,XII,234859,0.078080928329101,0.144443424408069,0.589148980787065,Close to 3'-UTR,Close to 3'-UTR,YLR044C,PDC1,SGDID:S000004034
7646,7647,XII,235026,0.0935954367141762,0.145220509491162,0.519666192772936,Close to 3'-UTR,Close to 3'-UTR,YLR044C,PDC1,SGDID:S000004034
7647,7648,XII,235332,0.117736921670378,0.144191903069871,0.414748121784883,ORF,Verified ORF,YLR045C,STU2,SGDID:S000004035
7648,7649,XII,236188,0.157300732446222,0.144652713957969,0.277585599897368,ORF,Verified ORF,YLR045C,STU2,SGDID:S000004035
7649,7650,XII,236470,0.165245743308368,0.144050617633711,0.25210204986951,ORF,Verified ORF,YLR045C,STU2,SGDID:S000004035
7650,7651,XII,236714,0.194194167864616,0.143982650268135,0.178287310483692,ORF,Verified ORF,YLR045C,STU2,SGDID:S000004035
7651,7652,XII,237173,0.180635984802281,0.144443528202601,0.211921614743228,ORF,Verified ORF,YLR045C,STU2,SGDID:S000004035
7652,7653,XII,238727,0.16321719610033,0.143901727440569,0.257469066902472,ORF,Uncharacterized ORF,YLR046C,YLR046C,SGDID:S000004036
7653,7654,XII,239002,0.123893128180088,0.145418458614708,0.394804690691049,Close to 3'-UTR,Close to 3'-UTR,YLR046C,YLR046C,SGDID:S000004036
7654,7655,XII,240376,0.204992050194146,0.145904958214731,0.160909653957693,ORF,Verified ORF,YLR047C,FRE8,SGDID:S000004037
7655,7656,XII,241045,0.149845936581731,0.144028560049286,0.298870591895557,ORF,Verified ORF,YLR047C,FRE8,SGDID:S000004037
7656,7657,XII,241614,0.219910042266958,0.14839539433029,0.139253799884743,Promoter,Promoter,YLR047C_NFR/NDR,,
7657,7658,XII,243827,0.0539575721040704,0.210594362295151,0.797933569950659,Promoter,Promoter,ACS_12_243727_+_NFR/NDR,,
7658,7659,XII,243991,0.121065945748145,0.146698838781629,0.409776462960552,ORF,Uncharacterized ORF,YLR049C,MLO50,SGDID:S000004039
7659,7660,XII,245256,0.185975894030821,0.184263573924178,0.313525559916115,Close to 3'-UTR,Close to 3'-UTR,YLR049C,MLO50,SGDID:S000004039
7660,7661,XII,245473,0.133648117576919,0.1449673363467,0.357200570530136,Promoter,Promoter,YLR049C_NFR/NDR,,
7661,7662,XII,246924,0.104834439394631,0.144852175542245,0.469708402010274,ORF,Verified ORF,YLR051C,FCF2,SGDID:S000004041
7662,7663,XII,247888,0.117172330008397,0.145114863937703,0.41995365018693,ORF,Verified ORF,YLR052W,IES3,SGDID:S000004042
7663,7664,XII,248056,0.184371212681708,0.148319294911191,0.21466717546605,Close to 3'-UTR,Close to 3'-UTR,YLR052W,IES3,SGDID:S000004042
7664,7665,XII,248515,0.215534495377853,0.149451803265202,0.150141821240859,Promoter,Promoter,YLR053C_NFR/NDR,,
7665,7666,XII,249601,0.0375269131133201,0.145361067899025,0.796431221625787,ORF,Verified ORF,YLR054C,OSW2,SGDID:S000004044
7666,7667,XII,249723,0.0794232961252865,0.14401405132195,0.581642046687559,ORF,Verified ORF,YLR054C,OSW2,SGDID:S000004044
7667,7668,XII,250868,0.283467768141193,0.155301015258403,0.0688037191810971,Close to 3'-UTR,Close to 3'-UTR,YLR054C,OSW2,SGDID:S000004044
7668,7669,XII,251134,0.197431116328888,0.148365634242663,0.184144516922312,Close to 3'-UTR,Close to 3'-UTR,YLR054C,OSW2,SGDID:S000004044
7669,7670,XII,251728,0.102899726176911,0.144206903722977,0.475973153738434,ORF,Verified ORF,YLR055C,SPT8,SGDID:S000004045
7670,7671,XII,251868,0.11487518867382,0.144181285560714,0.426136807427768,ORF,Verified ORF,YLR055C,SPT8,SGDID:S000004045
7671,7672,XII,253093,0.268662967186629,0.195950936240717,0.171223328038157,Promoter,Promoter,YLR055C_NFR/NDR,,
7672,7673,XII,253770,0.101863806059544,0.146505850912344,0.487332071038906,Close to 3'-UTR,Close to 3'-UTR,YLR055C,SPT8,SGDID:S000004045
7673,7674,XII,254014,0.127450845756215,0.144700043363774,0.379028923978647,ORF,Verified ORF,YLR056W,ERG3,SGDID:S000004046
7674,7675,XII,256127,0.109281018305862,0.146585510821673,0.456459353182092,ORF,Verified ORF,YLR057W,MNL2,SGDID:S000004047
7675,7676,XII,259721,0.499877874348185,0.306284822133056,0.103556720048444,Promoter,Promoter,YLR058C_NFR/NDR,,
7676,7677,XII,259721,0.11584643811245,0.783933364272881,0.882604020767065,Promoter,Promoter,YLR058C_NFR/NDR,,
7677,7678,XII,259766,0.020976862177962,0.149078318670072,0.888179027859613,ORF,Verified ORF,YLR059C,REX2,SGDID:S000004049
7678,7679,XII,260220,-0.0157277153725107,0.144500771713435,0.913389859569571,ORF,Verified ORF,YLR059C,REX2,SGDID:S000004049
7679,7680,XII,260852,-0.0310109134917071,0.14472836446313,0.830460407724094,Promoter,Promoter,YLR060W_NFR/NDR,,
7680,7681,XII,260932,-0.0150861428824809,0.145111643102013,0.917258292000189,Promoter,Promoter,YLR060W_NFR/NDR,,
7681,7682,XII,261503,-0.019377511280699,0.14449951577704,0.893399230584788,ORF,Verified ORF,YLR060W,FRS1,SGDID:S000004050
7682,7683,XII,262552,-0.157404943302565,0.144036588592872,0.275221479389524,ORF,Verified ORF,YLR060W,FRS1,SGDID:S000004050
7683,7684,XII,263103,-0.105036514677492,0.1473715426984,0.476482042263888,Promoter,Promoter,YLR061W_NFR/NDR,,
7684,7685,XII,265316,0.0329565429833271,0.159452501899195,0.836374534698978,Promoter,Promoter,YLR064W_NFR/NDR,,
7685,7686,XII,265316,2.51043296895951,0.961396046268726,0.0094063634241836,Promoter,Promoter,YLR064W_NFR/NDR,,
7686,7687,XII,266631,0.141880834184708,0.145129425914466,0.328933822772343,ORF,Verified ORF,YLR065C,SND2,SGDID:S000004055
7687,7688,XII,271300,-0.0027017384966267,0.145966984670756,0.985243060561185,ORF,Verified ORF,YLR068W,FYV7,SGDID:S000004058
7688,7689,XII,271394,-0.0028038505184935,0.144475596638224,0.98452732122365,ORF,Verified ORF,YLR068W,FYV7,SGDID:S000004058
7689,7690,XII,272038,-0.0085733723773479,0.144488712533225,0.952718118266688,ORF,Verified ORF,YLR069C,MEF1,SGDID:S000004059
7690,7691,XII,274242,-0.025965999538625,0.144673574310149,0.857663870108809,Unstable transcript,SUT,SUT256,,
7691,7692,XII,275222,0.0367284879514356,0.144054858582657,0.798901068753326,Unstable transcript,SUT,SUT256,,
7692,7693,XII,275647,0.0030620897323526,0.144068029755085,0.983054671451284,ORF,Verified ORF,YLR071C,RGR1,SGDID:S000004061
7693,7694,XII,276459,0.0787087098657558,0.145240858863692,0.588216541733492,ORF,Verified ORF,YLR071C,RGR1,SGDID:S000004061
7694,7695,XII,277526,0.010311582094537,0.146211383257506,0.94381560717606,ORF,Verified ORF,YLR071C,RGR1,SGDID:S000004061
7695,7696,XII,279975,-0.0463249921909684,0.143687957419463,0.74734056924769,ORF,Verified ORF,YLR072W,LAM6,SGDID:S000004062
7696,7697,XII,281400,0.0555154219331669,0.144133422201771,0.70034574777633,ORF,Verified ORF,YLR073C,RFU1,SGDID:S000004063
7697,7698,XII,281460,0.0844539103783469,0.145678306961589,0.56246732703669,ORF,Verified ORF,YLR073C,RFU1,SGDID:S000004063
7698,7699,XII,281802,0.119704395845153,0.177338375684518,0.500114083282245,Promoter,Promoter,YLR073C_NFR/NDR,,
7699,7700,XII,281805,0.108495418137004,0.289579493632628,0.708134303151774,Promoter,Promoter,YLR073C_NFR/NDR,,
7700,7701,XII,282684,-0.136718937478232,0.203441192354998,0.502003089497471,Unstable transcript,SUT,SUT258,,
7701,7702,XII,282691,0.11446814805963,0.20613988868201,0.579045615496862,Unstable transcript,SUT,SUT258,,
7702,7703,XII,282692,0.219515929706189,0.194625213296249,0.260132181721122,Unstable transcript,SUT,SUT258,,
7703,7704,XII,282693,0.0730905634351406,0.19905741349849,0.713702297931823,Unstable transcript,SUT,SUT258,,
7704,7705,XII,282769,-0.09772699987646,0.147774106423368,0.508834069149503,Unstable transcript,SUT,SUT258,,
7705,7706,XII,283368,-0.120262003526522,0.144540817423063,0.40595565249731,ORF,Verified ORF,YLR075W,RPL10,SGDID:S000004065
7706,7707,XII,283720,-0.0851819189510412,0.156032786015283,0.585463556215766,Promoter,Promoter,YLR077W_NFR/NDR,,
7707,7708,XII,284459,-0.202268162829591,0.144583678678129,0.162700133119581,ORF,Verified ORF,YLR077W,FMP25,SGDID:S000004067
7708,7709,XII,284882,-0.146111853255746,0.144691743250412,0.313275733036912,ORF,Verified ORF,YLR077W,FMP25,SGDID:S000004067
7709,7710,XII,286066,-0.21769680626768,0.143454527508072,0.13002750050935,ORF,Verified ORF,YLR078C,BOS1,SGDID:S000004068
7710,7711,XII,289576,-0.0799388652424122,0.14416932835251,0.579602190009153,Close to 3'-UTR,Close to 3'-UTR,YLR080W,EMP46,SGDID:S000004070
7711,7712,XII,290595,-0.119445918595467,0.14416733273523,0.407934331946532,ORF,Verified ORF,YLR081W,GAL2,SGDID:S000004071
7712,7713,XII,290718,-0.132767570499017,0.144134318247976,0.357607566963491,ORF,Verified ORF,YLR081W,GAL2,SGDID:S000004071
7713,7714,XII,290736,-0.142606875438152,0.143700990919824,0.321688935958001,ORF,Verified ORF,YLR081W,GAL2,SGDID:S000004071
7714,7715,XII,291984,-0.125420678888056,0.15172540695351,0.409005547631264,Close to 3'-UTR,Close to 3'-UTR,YLR081W,GAL2,SGDID:S000004071
7715,7716,XII,292112,-0.19496818854017,0.157328885381728,0.216080064412402,Close to 3'-UTR,Close to 3'-UTR,YLR081W,GAL2,SGDID:S000004071
7716,7717,XII,292251,-0.157009194790371,0.14508879461747,0.279920405655049,Close to 3'-UTR,Close to 3'-UTR,YLR081W,GAL2,SGDID:S000004071
7717,7718,XII,293404,-0.0981426893507319,0.150961548597601,0.516039422063844,ORF,Verified ORF,YLR082C,SRL2,SGDID:S000004072
7718,7719,XII,294765,-0.12085630862075,0.144209768036754,0.402564593577397,ORF,Verified ORF,YLR083C,EMP70,SGDID:S000004073
7719,7720,XII,299795,-0.111689169890995,0.144665280411289,0.440599977123016,ORF,Verified ORF,YLR084C,RAX2,SGDID:S000004074
7720,7721,XII,300917,-0.051015223963715,0.145069872273377,0.725303323902486,Unstable transcript,XUT,XUT_12F-121,,
7721,7722,XII,301172,-0.148534445065684,0.144618776107249,0.305088034800445,Unstable transcript,XUT,XUT_12F-121,,
7722,7723,XII,301957,-0.173495976645016,0.144422116516272,0.230435703757568,ORF,Verified ORF,YLR085C,ARP6,SGDID:S000004075
7723,7724,XII,301966,-0.154064785089531,0.144881996898324,0.288336024117736,ORF,Verified ORF,YLR085C,ARP6,SGDID:S000004075
7724,7725,XII,303253,-0.123794540843897,0.146466391811996,0.398567317619997,ORF,Verified ORF,YLR086W,SMC4,SGDID:S000004076
7725,7726,XII,310274,-0.109165845600611,0.147319127976268,0.459176322865327,ORF,Verified ORF,YLR087C,CSF1,SGDID:S000004077
7726,7727,XII,311616,-0.118724150296367,0.144337416893584,0.411321549196593,ORF,Verified ORF,YLR087C,CSF1,SGDID:S000004077
7727,7728,XII,313965,-0.102398792195488,0.145203679494412,0.481145883192817,ORF,Verified ORF,YLR087C,CSF1,SGDID:S000004077
7728,7729,XII,316991,-0.106611898442612,0.144391742113199,0.460791304830705,ORF,Verified ORF,YLR088W,GAA1,SGDID:S000004078
7729,7730,XII,320775,-0.0952702350973591,0.144181756817994,0.509194117318571,ORF,Verified ORF,YLR090W,XDJ1,SGDID:S000004080
7730,7731,XII,320834,-0.0793362831613024,0.145052414577494,0.584759306283044,ORF,Verified ORF,YLR090W,XDJ1,SGDID:S000004080
7731,7732,XII,321460,-0.0916855942381715,0.144407003078947,0.525897763853299,ORF,Verified ORF,YLR090W,XDJ1,SGDID:S000004080
7732,7733,XII,322104,0.0937376027261128,0.176641375273323,0.595983814324374,Promoter,Promoter,YLR091W_NFR/NDR,,
7733,7734,XII,322765,-0.0928415440218267,0.144826715340175,0.521904464400804,ORF,Verified ORF,YLR091W,GEP5,SGDID:S000004081
7734,7735,XII,322893,-0.0891131718636746,0.14539214592482,0.540326553692971,ORF,Verified ORF,YLR091W,GEP5,SGDID:S000004081
7735,7736,XII,324002,0.0149765133159879,0.144014788263226,0.917234052607226,ORF,Verified ORF,YLR092W,SUL2,SGDID:S000004082
7736,7737,XII,326764,-0.0796999644587517,0.14395450692705,0.58017103682219,ORF,Verified ORF,YLR093C,NYV1,SGDID:S000004083
7737,7738,XII,327439,0.0062889394765811,0.149279019468281,0.966419874551602,Close to 3'-UTR,Close to 3'-UTR,YLR093C,NYV1,SGDID:S000004083
